REPORT_NUMBER,NAME,OPERATOR_ID,IYEAR,MDY,MoYr,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,cleanLoc,STATE,ON_OFF_SHORE,SYS,MSYS,SIGNIFICANT,SERIOUS,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,TOTAL_RELEASE,UNITS,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,INSTALLATION_YEAR,SYSTEM_PART_INVOLVED,PIPE_DIAMETER,CAUSE,CAUSE_DETAILS,NARRATIVE,mileage,pri.id,pri.name
20200007,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-10-16,2019-10-01,2019-10-16T14:52:00Z,32.80855,-96.96016,"Irving, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,555,0,555,mscf,NO,0,NO,0,NO,NO,30,81182.7482836663,1996,MAIN,2,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON OCTOBER 16, 2019, A 2"" PE MAIN WAS STRUCK BY THIRD PARTY CONTRACTOR PERFORMING DIRECTIONAL BORING TO INSTALL COMMUNICATIONS. ATMOS ENERGY'S CONTRACT LOCATOR HAD NOT COMPLETED THE LOCATE TICKET DUE TO DIFFICULTIES LOCATING THE LINE AND NOTIFIED THE THIRD-PARTY CONTRACTOR THAT THE TICKET WAS IN TROUBLE STATUS. THE THIRD-PARTY CONTRACTOR CHOSE TO CONTINUE WORK BEFORE LOCATES WERE COMPLETED AND DID NOT EXPOSE THE GAS FACILITY WITH EXISTING LOCATE MARKS.  INITIALLY, ATMOS ENERGY DID NOT EXPECT THE DAMAGES ASSOCIATED WITH THIS INCIDENT TO EXCEED $50,000.  HOWEVER, DUE TO THE COMPLEXITIES INVOLVED, THE COST OF CONTRACTOR WORKFORCE AND RESTORATIONS OF PROPERTIES ULTIMATELY WERE HIGHER THAN ORIGINALLY ESTIMATED.  WHEN ATMOS ENERGY DISCOVERED THIS, THE INCIDENT WAS REPORTED PURSUANT TO PART 191.3.",55053.3546,4473,Atmos
20200018,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-01-06,2020-01-01,2020-01-06T16:30:00Z,32.57850952,-97.35308635,"Crowley, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,66.6,0,66.6,mscf,NO,0,NO,0,NO,NO,0,89006.05468539047,2006,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"AT 4:30 PM ON JANUARY 6, 2020, A 2ND PARTY CONTRACTOR WAS BORING A HOLE AT THE INTERSECTION OF E. MAIN ST. AND S. CROWLEY RD. IN CROWLEY, TX.  THE CONTRACTOR EXPOSED THE WRONG FACILITY, WHICH RESULTED IN BORING INTO AN ATMOS ENERGY 6"" POLY MAIN.  ATMOS ENERGY, USING SQUEEZE TOOLS AND LINE STOPPERS, WAS ABLE TO SHUT DOWN THE LINE AT 9:20 AM ON JANUARY 7, 2020.  THE COST OF REPAIRS FOR THIS LINE HAS EXCEEDED $50,000.  THE FACILITY WAS PLACED BACK IN SERVICE ON APRIL 9, 2020.",55542.4402,4473,Atmos
20200024,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-01-22,2020-01-01,2020-01-22T12:00:00Z,32.73449576,-96.82257394,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,2163,0,2163,mscf,NO,0,NO,0,NO,NO,33,155567.79430925086,2019,MAIN,12,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON THE MORNING OF JANUARY 22, 2020, PRO BORE CONSTRUCTION WAS DIRECTIONAL BORING FOR TELECOMMUNICATIONS AND HIT A 12-INCH POLY MAIN. THE EXCAVATOR HAD A VALID LOCATE TICKET, 2050941166 AND ALTHOUGH THE DAMAGE OCCURRED IN THE SCOPE OF THE LOCATE TICKET, THE GAS LINES IN THE INTERSECTION WERE NOT MARKED.     ATMOS ENERGY WAS NOTIFIED OF THE DAMAGE BY THE FIRE DEPARTMENT AT 10:55 AM. TECH ARRIVED ONSITE AROUND 11:44 AM. ASSISTANCE ARRIVED AT 1:30 PM. THE VALVE ON THE 12-INCH LINE IN THE SW CORNER OF THE INTERSECTION WAS TURNED TO THE OFF POSITION AROUND 1:50 PM. THE 4-INCH POLY LINE NORTH OF THE INTERSECTION WAS SQUEEZED OFF AROUND 3:45 PM. AROUND 6:00 PM, THE CONTRACTOR ARRIVED ONSITE TO BEGIN PROCESS OF APPLYING SHORT STOP TO THE 12-INCH STEEL LINE EAST OF THE INTERSECTION. ON JANUARY 23, 2020, THE CONDITION WAS ELIMINATED AROUND 7:11 AM. GAS SERVICE WAS RESTORED TO THE SYSTEM AFTER REPAIRS AROUND 12:00 PM ON JANUARY 24, 2020.   *48-HOUR UPDATE: NRC # 1269535.",55542.4402,4473,Atmos
20200032,ATMOS ENERGY CORPORATION - MID-TEX,31348,2019,2019-12-09,2019-12-01,2019-12-09T13:03:00Z,32.82939889,-96.95211393,"Irving, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,556.1,0,556.1,mscf,NO,0,NO,0,NO,NO,1,269489.4466992668,2002,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON DECEMBER 9, 2019 A THIRD PARTY EXCAVATOR DAMAGED AN 8-INCH PE MAIN NEAR 604 W. GRAUWYLER LANE IN IRVING, TEXAS. THE EXCAVATOR HAD A VALID LOCATE TICKET AT THE TIME OF DAMAGE. HOWEVER, THE LINE WAS NOT MARKED. UPON DAMAGING THE LINE, THE EXCAVATOR NOTIFIED THE FIRE DEPARTMENT.     AN ATMOS ENERGY REPRESENTATIVE ARRIVED ONSITE AT APPROXIMATELY 12:30 PM. AROUND 4:00 PM, THE COMPANY CONTRACTOR SQUEEZED THE LINE EAST OF THE CUT.  THE CONDITION WAS ELIMINATED AT 7:00 PM. THE LINE WAS PLACED BACK IN SERVICE BY 6:00 PM ON JANUARY 3RD, 2020.     48-HOUR NRC UPDATE: 1270228    SUPPLEMENTAL: UPDATED ESTIMATED COST OF PUBLIC AND NON-OPERATOR PRIVATE PROPERTY DAMAGE.     SECOND SUPPLEMENTAL: CORRECTED INITIAL NRC REPORT TIME FROM EASTERN TIME ZONE TO CENTRAL TIME ZONE. ADJUSTED COSTS TO THE APPROPRIATE LINE ITEM. 2A INCLUDES TREE REMOVAL AND DISPOSAL AS WELL AS INSTALLATION OF BED PLANTS, GRADING AND INSTALLING SOD. 2B INCLUDES CONTRACT LABOR, TRENCH SAFETY, STREET PLATES, AND OTHER MATERIALS, BACKFILL AND REBUILDING RETAINING WALL AS WELL AS TRAFFIC CONTROL AND PAVEMENT REPAIRS FROM EMERGENCY THROUGH PERMANENT REPAIRS. 2C INCLUDES CONTRACT LABOR FOR EMERGENCY RESPONSE.",55053.3546,4473,Atmos
20200041,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-03-05,2020-03-01,2020-03-05T09:30:00Z,31.12097,-97.8713,"Copperas Cove, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,51,0,51,mscf,NO,0,NO,0,NO,NO,0,451787.9795242677,2020,DISTRICT REGULATOR/METERING STATION,NA,EQUIPMENT FAILURE,THREADED CONNECTION FAILURE,"AT 9:30 AM ON MARCH 5, 2020, A THREADED FITTING FAILED AT A CONNECTION POINT WITH A 2"" BRASS BALL VALVE AT GROUND LEVEL ON A RECENTLY INSTALLED TEMPORARY BYPASS AT THE COPPERAS COVE CITY GATE STATION, CAUSING AN INTERRUPTION IN SERVICE.  THE FAILURE OF THE THREADED CONNECTION ON THE TEMPORARY BYPASS VALVE OCCURRED DURING SUPPORT CRIBBING ADJUSTMENT.  ATMOS ENERGY IDENTIFIED ADDITIONAL POTENTIAL CONTRIBUTING FACTORS AS THE VALVE MATERIAL AND POSSIBLE UNDER-TORQUEING OF THE THREADED CONNECTION.  AN INITIAL ESTIMATE OF THE COPPERAS COVE SYSTEM BASED ON THE FACTS AVAILABLE AT THAT TIME RESULTED IN AN UNDERESTIMATION OF THE TOTAL NUMBER OF CUSTOMERS AND THE COST OF RELIGHTS.  HOWEVER, A SUBSEQUENT REVIEW OF OUTAGE REPORTS WHEN REFINING THAT ESTIMATE INDICATED THAT THE CUSTOMER OUTAGE WAS MORE EXTENSIVE THAN ORIGINALLY ANTICIPATED.  AT 12:30 PM, THE RELIGHT COSTS WERE ESTIMATED TO BE GREATER THAN $50,000, AND A TELEPHONIC REPORT WAS MADE TO THE NATIONAL RESPONSE CENTER AT 12:51 PM.  GAS SERVICE WAS INTERRUPTED TO 270 COMMERCIAL AND 4067 RESIDENTIAL CUSTOMERS.  THE APPROPRIATE REPAIRS WERE MADE AND THE FACILITY WAS RESTARTED AT 12:12 AM ON MARCH 6, 2020.  SERVICE HAS BEEN RESTORED TO ALL AFFECTED CUSTOMERS.    48 HR. NRC # 1272905",55542.4402,4473,Atmos
20200043,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-03-10,2020-03-01,2020-03-10T08:52:00Z,33.05693,-97.01127,"Lewisville, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,15.3,0,15.3,mscf,NO,0,NO,0,NO,YES,0,142854.81075105842,1978,OUTSIDE METER/REGULATOR SET,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ON MARCH 9, 2020, DRIVER LOST CONTROL OF HIS VEHICLE ON THE NORTHBOUND SERVICE ROAD OF INTERSTATE 35-E IN LEWISVILLE, TEXAS, RAN THROUGH AN EXISTING BARRICADE HITTING THE GAS METER FOR A CAR DEALERSHIP AT 1144 N. STEMMONS. THE DAMAGE RESULTED IN IGNITION OF NATURAL GAS AND THE DRIVER-OWNED VEHICLE AS WELL AS EXISTING NEW VEHICLES ON THE DEALERSHIP LOT WERE DAMAGED BY HEAT AND FLAMES. EXTENT OF DAMAGE TO THE DEALERSHIP-OWNED VEHICLES WAS UNKNOWN UNTIL THE MORNING OF MARCH 10, 2020.     WE RECEIVED NOTIFICATION OF THE DAMAGE ON MARCH 9, 2020 AT 7:15 AM AND THE HAZARD WAS ELIMINATED AND AREA MADE SAFE AT AROUND 9:50 AM.    48-HR UPDATE: 1273324",55542.4402,4473,Atmos
20200050,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-04-18,2020-04-01,2020-04-18T12:30:00Z,32.69147696,-97.06108939,"Grand Prairie, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,3140.5,0,3140.5,mscf,NO,0,NO,0,NO,YES,0,309192.376539148,1977,MAIN,6,"PIPE, WELD, OR JOINT FAILURE",FUSION JOINT,"ON APRIL 18, 2020, THE GRAND PRAIRIE FIRE DEPARTMENT NOTIFIED ATMOS ENERGY OF A NATURAL GAS LEAK IN FRONT OF 3051 E. MAYFIELD IN GRAND PRAIRIE, TEXAS. THE FIRE DEPARTMENT SECURED THE SCENE AND CLOSED OFF TRAFFIC NEAR THE LEAK. WHILE ATMOS CREWS WERE EN ROUTE, A VEHICLE ENTERED THE SECURED AREA AND PARKED OVER THE LEAK RESULTING IN AN IGNITION OF THE GAS. THE GRAND PRAIRIE POLICE DEPARTMENT MOVED THE VEHICLE AWAY FROM THE LEAK.     THE CITY OF GRAND PRAIRIE EMERGENCY MANAGEMENT CONDUCTED EVACUATIONS VIA TEXT AND EMAIL AND THEREFORE IS UNABLE TO PROVIDE AN ESTIMATE OF THE NUMBER OF GENERAL PUBLIC EVACUATED. A CURRENT ESTIMATE OF THIRD PARTY PROPERTY DAMAGE AND OPERATOR COSTS HAS BEEN INCLUDED IN PART D. HOWEVER, ALL COSTS ASSOCIATED WITH THIS INCIDENT ARE STILL IN THE PROCESS OF BEING COMPILED.     ATMOS ENERGY CREWS BEGAN WORK TO ISOLATE AND REPAIR THE LEAK. THE LEAK WAS SECURED AT 6:30 PM AND THE PIPELINE WAS PLACED BACK IN SERVICE AT 4:00 PM ON MONDAY, APRIL 20, 2020.      48-HOUR UPDATE NRC# 1275699.",55542.4402,4473,Atmos
20200084,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-08-06,2020-08-01,2020-08-06T20:00:00Z,33.04269314,-96.80544499,"Plano, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,927.3,0,927.3,mscf,NO,0,NO,0,NO,NO,0,63988.37568762409,1973,MAIN,12,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON AUGUST 6, 2020, A THIRD-PARTY EXCAVATOR INSTALLING TELECOMMUNICATIONS FIBER-OPTIC CABLE BORED INTO AN END CAP ON A 12-INCH HIGH PRESSURE STEEL LINE RESULTING IN MECHANICAL PUNCTURE. CREWS INITIALLY THOUGHT A 6-INCH POLY LINE IN THE VICINITY WAS HIT AND SQUEEZED OFF THAT LINE AT 4:15 PM ON THE SAME DAY, AUGUST 6, 2020. ONE RESIDENTIAL CUSTOMER LOST SERVICE AT THAT TIME.     WHEN THE LEAK DID NOT STOP AFTER SQUEEZING OFF THE 6-INCH POLY LINE, CREWS REALIZED THE 12-INCH STEEL LINE HAD BEEN HIT. AT APPROXIMATELY 10:35 PM ON AUGUST 6, 2020, THE LEAK ON THE 12-INCH STEEL LINE WAS ISOLATED USING VALVES.     AT 8:00 AM ON AUGUST 7, 2020, GAS WAS RESTORED TO THE CUSTOMER THAT LOST SERVICE WHEN THE 6-INCH WAS SQUEEZED OFF. THE GAS TO THE 12-INCH STEEL LINE WAS REINSTATED AT 4:04 PM ON AUGUST 7, 2020.     INTERNAL INVESTIGATION INDICATED THAT THE LINE LOCATOR FAILED TO PROPERLY LOCATE THE LINE RESULTING IN A PORTION OF THE LINE NOT BEING MARKED.     NRC UPDATE # 1284052.",55542.4402,4473,Atmos
20200098,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-09-18,2020-09-01,2020-09-18T09:56:00Z,32.94559754,-96.62117925,"Garland, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,435,0,435,mscf,NO,0,NO,0,NO,NO,0,100291.00254996464,2005,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON SEPTEMBER 9, 2020, A THIRD-PARTY CONTRACTOR USING AN AUGER TO INSTALL STREETLIGHTS AT 3178 LAVON DR. IN GARLAND, TX STRUCK ATMOS ENERGY'S 6-INCH DISTRIBUTION LINE.  LINE LOCATES HAD BEEN CALLED IN AND LINES WERE MARKED CORRECTLY.  NO CUSTOMERS WERE AFFECTED BY THE INCIDENT; CNG TRUCKS WERE DISPATCHED TO SUPPLY GAS DURING REPAIRS.  THE 6-INCH MAIN WAS SQUEEZED OFF AT 4:33 AM ON 9/10/2020, AND REPAIRS BEGAN.  THE PIPELINE WAS PLACED BACK IN SERVICE AT 7:00 PM ON 9/11/2020.  INCIDENT REPORTING CRITERIA WAS MET AT 09:56 ON 9/18/20 AFTER IT WAS DETERMINED THAT THE PROPERTY DAMAGE EXCEEDED $50,000, AND IT WAS REPORTED TO THE NRC AT 10:31 ON 9/18/2020.    48 HOUR NRC REPORT # 1287826",55542.4402,4473,Atmos
20200099,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-09-18,2020-09-01,2020-09-18T16:00:00Z,32.73388311,-97.35241204,"Fort Worth, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,38308,0,38308,mscf,NO,0,NO,0,NO,NO,175,656267.4067100185,2011,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON SEPTEMBER 18, 2020, EXCAVATOR WAS BORING TELECOMMUNICATIONS AT 900 FORREST PARK AT ROSEDALE AND DAMAGED A 6-INCH POLY MAIN NEAR 928 NORTHTON STREET. ATMOS ENERGY TECHNICIAN ARRIVED AT 1:25 PM AND REQUESTED ASSISTANCE AT 1:30 PM. THE TECHNICIAN EVACUATED THE BUSINESS AT 928 NORTHTON STREET AND, WITH THE HELP OF FIRE DEPARTMENT PERSONNEL, A HOTEL NEARBY. FORREST PARK WAS BLOCKED NORTH OF ROSEDALE, AND WESTBOUND ROSEDALE WAS BLOCKED OFF AS WELL. CREWS RESPONDED, ARRIVING AT 1:40 PM AND DETERMINED THAT THE 12-INCH STEEL MAIN THE 6-INCH TIED INTO WOULD HAVE TO BE SHUT OFF USING SHORT STOP FITTINGS. ATMOS ENERGY CONTRACTOR WAS CALLED IN TO ASSIST. DURING THE COURSE OF REPAIRS, THE GAS WAS SHUT OFF AT 5:20 AM ON 9/20/2020. TWO RESTAURANTS WERE OUT OF SERVICE. SERVICE WAS RESTORED AT 11:58 AM ON 9/21/2020.  PER ATMOS ENERGY'S INVESTIGATION, LINE LOCATES WERE COMPLETED CORRECTLY, AND THE DAMAGED MAIN WAS MARKED ACCURATELY.     IT WAS DETERMINED THAT THIS INCIDENT WILL REACH THE REPORTABLE CRITERIA AT 4:00 PM ON 9/18/20. INITIAL REPORT #1287736 MADE TO THE NRC AT 4:53 PM ON 9/18/20. THE 48-HOUR UPDATE #1287837 WAS PROVIDED AT 2:14 PM ON 9/20/20.",55542.4402,4473,Atmos
20200103,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-09-24,2020-09-01,2020-09-24T12:21:00Z,33.00731805,-96.68221731,"Plano, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,884.3,0,884.3,mscf,NO,0,NO,0,NO,NO,4,248504.78913100288,1980,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON SEPTEMBER 24, 2020, A THIRD-PARTY EXCAVATOR WAS BORING TELECOMMUNICATIONS NEAR 2500 E PLANO PKWY AND DAMAGED A MARKED 6-INCH POLY MAIN. ATMOS ENERGY TECHNICIAN ARRIVED AT 12:45 PM AND REQUESTED ASSISTANCE AT THAT TIME. CREWS RESPONDED, ARRIVING AT 12:55 PM. ON 9/25/2020 AN ATMOS ENERGY TECHNICIAN CHECKED FOR ODORANT WHICH RESULTED IN READILY DETECTABLE ODORANT LEVELS AT THIS LOCATION. PART E SECTION 6 INDICATES THAT THE ODORANT LEVEL WAS NOT MEASURED, HOWEVER WE DID PERFORM THE ODORANT CHECK WHICH WAS ALSO WITNESSED BY THE RAILROAD COMMISSION OF TEXAS INSPECTOR ON THIS DATE.    THE LEAK WAS SECURED AT 5:20 AM ON 9/25/2020, BY SQUEEZING OFF THE MAIN. THE MAIN WAS CAPPED AND THE SECTION OF PIPE IS STILL SHUT DOWN AT THIS TIME. THERE WERE NO CUSTOMERS LOST DUE TO TWO-WAY FEED. A NEW PROJECT TO REPLACE THE SECTION COMMENCED ON OCTOBER 26, 2020 AND REPAIR WAS COMPLETED BY BORING IN A 350-FOOT SECTION OF 6-INCH MAIN. THE NEW SECTION WAS TIED IN ON NOVEMBER 30, 2020.     ATMOS ENERGY'S INVESTIGATION DETERMINED THAT THE EXCAVATOR HAD CALLED IN A LOCATE TICKET THAT WAS NOT YET DUE AT THE TIME OF DAMAGE, AND HAD NOT YET BEEN COMPLETED WHEN THE EXCAVATOR CHOSE TO PROCEED WITH THE EXCAVATION BASED UPON ACCURATE MARKINGS THAT HAD BEEN PUT IN PLACE FOR A PRIOR LOCATE TICKET REQUESTED BY ANOTHER CONTRACTOR IN THAT AREA. THE EXCAVATOR FAILED TO POTHOLE THE EXISTING MARKS TO VERIFY THE EXACT LOCATION OF THE GAS LINE.    NOTE THAT THE INFORMATION IN PART A4 NOW REFLECTS THE DATE AND TIME AT WHICH THE EVENT THAT GAVE RISE TO THIS INCIDENT WAS INITIALLY REPORTED TO ATMOS ENERGY.  HOWEVER, THIS EVENT DID NOT BECOME A REPORTABLE INCIDENT UNTIL THE CRITERIA OF PART 191.3 WERE MET AT 10:02 AM ON 9/25/20, WHICH IS WHEN ATMOS ENERGY DETERMINED THAT THE PROPERTY DAMAGE ASSOCIATED WITH THE EVENT HAD THE POTENTIAL TO EXCEED $50,000.      INITIAL REPORT (1288239) WAS MADE TO THE NRC AT 10:19 AM CST. THE 48-HOUR UPDATE TO NRC (1288379) WAS PROVIDED AT 9:54 PM CST ON 9/27/20.",55542.4402,4473,Atmos
20200124,ATMOS ENERGY CORPORATION - MID-TEX,31348,2020,2020-11-07,2020-11-01,2020-11-07T09:20:00Z,32.84759,-96.80673,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,207,0,207,mscf,NO,0,YES,1,NO,YES,0,96871.74022251212,2020,MAIN,4,"PIPE, WELD, OR JOINT FAILURE",FUSION JOINT,"ON FRIDAY, NOVEMBER 6, 2020, AT APPROXIMATELY 2:30 P.M., A THIRD-PARTY CONTRACTOR CUT THE NATURAL GAS SERVICE LINE TO HIGHLAND PARK HIGH SCHOOL WHEN PERFORMING A SAW CUT IN WESTCHESTER DRIVE.  ATMOS ENERGY CREWS RESPONDED BY MAKING THE AREA SAFE, EVACUATING THE HIGH SCHOOL, AND THEN BEGAN THE PROCESS OF RESTORING SERVICE TO THE HIGH SCHOOL.  THE MAIN LINE IN THE AREA CONSISTED OF 4"" STEEL PIPE.  HOWEVER, THE REPAIR REQUIRED THE INSTALLATION OF A POLY TRANSITION FITTING FROM THE STEEL MAIN TO THE 3"" STEEL SERVICE LINE AS WELL AS THE INSTALLATION OF A POLY VALVE.  A BELL HOLE WAS DUG AT THE LOCATION OF THE DAMAGE AND WHERE THE MAIN TO SERVICE LINE CONNECTION WAS BEING REPLACED. ON THE MORNING OF SATURDAY, NOVEMBER 7, REPAIRS HAD BEEN COMPLETED ON THE SEGMENT OF MAIN UP TO THE CLOSED POLY VALVE AND WAS ACTIVE WITH NATURAL GAS. ATMOS ENERGY EMPLOYEES WERE PREPARING TO PERFORM ADDITIONAL WORK THAT WAS REQUIRED FOR THE SERVICE LINE WHEN NATURAL GAS SUDDENLY ESCAPED AND IGNITED AT APPROXIMATELY 9:20 A.M.  TWO EMPLOYEES WERE INJURED AND WERE TAKEN TO THE HOSPITAL.  ONE EMPLOYEE WAS TREATED AND RELEASED, AND THE OTHER WAS ADMITTED TO THE HOSPITAL AT 11:17 AM.      THE PROBABLE CAUSE OF THIS INCIDENT WAS THE FAILURE AND RELEASE OF THE 4"" ELECTROFUSION COUPLING THAT OCCURRED WITHIN THE NORTH BELL HOLE.  THE JOINT FAILURE WAS SUDDEN AND OCCURRED AFTER THE COUPLING WAS  INSTALLED AND PLACED IN SERVICE.  THE JOINT FAILURE AND SEPARATION OF THE COUPLING OCCURRED WITHIN THE SAME EXCAVATED BELL HOLE THAT THE RESULTING INJURED CREW MEMBERS WERE WORKING DOWNSTREAM PERFORMING FINAL SYSTEM TIE-INS.      THE MOST LIKELY SOURCE OF IGNITION OCCURRED FROM THE ENERGIZED FITTING BEING FUSED (4"" EF COUPLING) ON THE OUTLET SIDE OF THE VALVE. NONE OF THESE ACTIVITIES PROVIDED EVIDENCE OF A DIRECT CAUSE OF FAILURE.  SINCE THE MATERIALS INVOLVED IN THE FAILURE WERE DESTROYED IN THE RESULTING FIRE, LABORATORY TESTING CANNOT BE CONDUCTED ON THE FAILED FITTING TO FURTHER EVALUATE ROOT CAUSE.  HOWEVER, TESTING WAS CONDUCTED ON OTHER ELEMENTS IN INVESTIGATION OF THE ROOT CAUSE SUCH AS THE ELECTROFUSION PROCESSOR UNIT, THE DOWNSTREAM VALVE, AND PRIOR FUSIONS PERFORMED BY THE SAME QUALIFIED EMPLOYEE.",55542.4402,4473,Atmos
20220022,ATMOS ENERGY CORPORATION - MID-TEX,31348,2022,2022-02-08,2022-02-01,2022-02-08T07:45:00Z,31.14115952,-97.34459203,"Temple, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,5036,18,5054,mscf,NO,0,NO,0,NO,NO,0,147558.54098360662,1985,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"AT 07:45 ON FEBRUARY 8, 2022, A THIRD PARTY CONTRACTOR DAMAGED A 6"" ATMOS DISTRIBUTION LINE WITH A TRACKHOE AT 11699 NW H K DODGEN LOOP IN TEMPLE TX, CAUSING A RELEASE OF GAS.  THE DAMAGE CAUSED AN INTERRUPTION IN SERVICE FOR 1 CUSTOMER; CNG WAS BROUGHT IN TO SHORE UP SERVICE FOR OTHER CUSTOMERS. GAS LOSS EXCEEDED THE REPORTING THRESHOLD.  SERVICE WAS RESTORED AT 03:32 ON FEBRUARY 9, 2022.   IT WAS DETERMINED THAT THE PIPELINE WAS NOT MARKED BY THE LOCATOR.",56369.775,4473,Atmos
20220028,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2022,2022-03-10,2022-03-01,2022-03-10T14:50:00Z,33.512992,-101.88612,"Lubbock, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,685,1,686,mscf,NO,0,NO,0,YES,YES,7,195341.78180327875,2015,MAIN,2.375,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"CITY OF LUBBOCK, TX WHILE REPAIRING A SEWER SERVICE LINE TO THE ASSOCIATED ADDRESS, CUT A 2"" NATURAL GAS LINE WITH A BACKHOE. THE GAS LINE WAS CORRECTLY MARKED WITH PAINT AND FLAGS BEFORE START OF EXCAVATION. ATMOS ENERGY WAS NOTIFIED OF THE DAMAGED LINE AT 15:09 AND ARRIVED ON SCENE AT  15:16. REMOTE EXCAVATIONS SITES WERE USED TO SQUEEZE THE PE LINE AND SHUT THE FLOW OF GAS OFF, AREA WAS MADE SAFE AT 16:37. ATMOS ENERGY'S INVESTIGATION OF THIS INCIDENT IS CURRENTLY ONGOING.",13233.918,4473,Atmos
20220040,ATMOS ENERGY CORPORATION - MISSISSIPPI,12582,2022,2022-05-12,2022-05-01,2022-05-12T14:30:00Z,33.768389,-88.57225,"Aberdeen, MS",MS,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,5914,379,6293,mscf,NO,0,NO,0,NO,NO,0,69176.23081967213,1969,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"ATMOS ENERGY'S SECOND-PARTY CONTRACTOR WAS IN THE PROCESS OF REPLACING A CRITICAL VALVE ON AN 8-INCH HIGH PRESSURE DISTRIBUTION LINE NEAR ABERDEEN, MS.  THE PROJECT WAS BEING WORKED UNDER MISSISSIPPI ONECALL LOCATE TICKET #2204814572130, AND PROPER LOCATE PRACTICES WERE USED PRIOR TO BEGINNING THE PROJECT USING ALL AVAILABLE INFORMATION ON THE ASSETS IN THE AREA AND LOCATE TECHNOLOGY.  UNKNOWN TO ATMOS ENERGY OR THE SECOND PARTY CONTRACTOR, THERE WAS AN UNLOCATABLE AND UNMAPPED 2-INCH NIPPLE AND VALVE LOCATED IN THE VERTICAL POSITION ON THE CARRIER PIPE, AND THIS UNMAPPED AND UNLOCATABLE ASSET WAS DAMAGED DURING EXCAVATION ACTIVITIES.  THE CONTRACTOR RESPONDED TO THE DAMAGE USING APPROPRIATE EMERGENCY RESPONSE PRACTICES.  IN ORDER TO ELIMINATE THE HAZARDOUS CONDITION, A STOPPLE FITTING WAS WELDED ONTO THE CARRIER PIPE AND TAPPED.  DURING THE REPAIR, THE UNINTENTIONAL LOSS OF GAS EXCEEDED THE REPORTABLE THRESHOLD, AND ATMOS ENERGY REPORTED THE DAMAGE AS AN INCIDENT.",10894.7656,4473,Atmos
