DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INADR,ACCTY,ACCNT,ACCST,ACZIP,CLASS,IFED,DTHH,IDATE,FAT,INJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,OPJUD,STHH,STMN,TELRN,TELRT,INPRS,MXPRS,MPEST,TEST,CAUSE,MAP_CAUSE,MAP_SUBCAUSE,PRTLK,PRTLO,PRTFL,PRTFO,MLKD,MLKDO,NMDIA,THK,SPEC,MANU,MANYR,PRTYR,LOCLK,LOCLO,PNAME,PHONE,LOC,ADESC,ADESCO,CAUSR,CAUCO,COAT,PROT,CPYR,CAULK,DMGO,NOTIF,NOTDT,MARK,MRKTP,MRKTO,STAT,CAULC,CAULO,NARRATIVE
6/30/22,YES,YES,19860068,,17620,ROCKY MOUNTAIN NATURAL GAS CO,MAIN & DAVIS ST.,TELLURIDE,SAN MIGUEL,CO,3    ,3,NO,1100,3/27/86,0,2,0,0,0,Null,0,5,            ,,0,0,,0,ACCIDENTALLY CAUSED BY OPERATOR,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,MAIN, ,OTHER,CLAMP,POLYETHYLENE PLASTIC, ,3,0, , ,0,0,UNDER GROUND OR UNDER WATER, ,"WILLARD CLAPPER, SAFETY DIRECTOR",3039458617,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"EQUIPMENT FAILURE ALLOWED MORE GAS THAN NORMAL INTO TRENCH - L.P. HEAVIER THAN AIR AND FILLED TRENCH AND OVERCAME 2 PERSONS.NEED TO MOVE 1 - 2"" P.E. LINE AND 1 - 3"" P.E. LINE.  THE 2"" LINE CLAMPED LOWERED AND ALL O.K. 3"" SQUEEZE-OFF CLAMPS FAILED TO HOLD FULL PRESSURE AND ALLOWED EXTRA GAS INTO TRENCH WHICH CAUSED THE LACK OF OXYGEN THAT OVERCAME THE TWO EMPLOYEES - BOTH ARE FINE NOW - TAKEN TO HOSPITALS AS A PRECAUTIONARY MEASURE.  1 - GRAND JUNCTION, 1 - MONTROSE - 2 OTHERS TREATED AT LOCAL CLINIC AND RELEASED.  LINES WERE PLUGGED AND MADE SAFE PRIOR TO EMPLOYEES LEAVING THE AREA."
6/30/22,YES,NO,19860069,,13041,NASHVILLE GAS CO,505 DONELSON PIKE,NASHVILLE,DAVIDSON,TN,3    ,3,NO,430,3/26/86,0,0,400000,378595.7982,841228.2277,Null,1,10,            ,19860326,87,125,BY TEST,100,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,METER SET ASSEMBLY, ,REGULATOR/METER, ,STEEL, ,1,0.133,API5L,US STEEL,1968,1968,WITHIN/UNDER BUILDING, ,"W. RAY CULP, VICE PRESIDENT OF OPERATIONS",6152447080,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,EXPLOSION OF UNKNOWN ORIGIN BLEW OUT WALLS ON MIKE'S DELI AND GAME ROOM.  CONCRETE ROOF FELL DOWN BREAKING GAS METER AND CRACKING SERVICE RISER PIPE AT VALVE.NO FIRE INVOLVED. SERVICE WAS SQUEEZED OFF BELOW RISER VALVE. AREA SURVEYED WITH FLAME PACK WITH NO SIGN OF GAS LEAKAGE.  METRO GOVERNMENT BOMB & ARSON UNITS ARE INVESTINGATING SUSPICIOUS EXPLOSION.
6/30/22,NO,NO,19860070,,19641,TRI - COUNTY NATURAL GAS,HWY 77 NORTH,UNION POINTE,GREENE,GA,1    ,1,NO,1605,3/17/86,0,0,13000,12304.36344,27339.9174,YES,0,45,            ,19860317,300,600,BY TEST,900,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,STEEL, ,0.45,0.188,API 5LG,PITTSBURG STEEL,1963,1963,UNDER GROUND OR UNDER WATER, ,"RICHARD WARE, MANAGER",4044864102,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,3/14/86,YES,2, ,NO,, ,"CONSTRUCTION CO. WAS PLOWING TELEPHONE CABLE IN STATE ROUTE 77 RIGHT-OF-WAY.  MAIN WAS RUPTURED BY PLOW FOOT PENETRATING 4"" MAIN HIGH PRESSURE DISTRIBUTION LINE.  PROPER LINE LOCATION AND VERIFICATION WAS NOT ADEQUATE.  APPROXIMATELY 400' OF MAIN WAS DAMAGED WHERE PLOW FOOT SCRAPED SIDE WALL OF PIPE - ALLEN C. FOYD CONST. CO. MADE TEMPORARY AND PERMANENT REPAIRS."
6/30/22,YES,YES,19860072,,3170,DAYTON POWER & LIGHT CO,MAIN & DETROIT,BELLEFONTAINE,LOGAN,OH,3    ,3,NO,1030,3/4/86,0,2,0,0,0,Null,0,0,            ,19860304,35,40,BY CFR 192.619(A)(3),0,CORROSION,CORROSION,EXTERNAL,SERVICE LINE, ,BODY OF PIPE, ,STEEL, ,1,0.179, , ,0,0,UNDER PAVEMENT, ,"STEPHEN P. BRAMLAGE, MANAGER",5135931070,EXTERNALLY,LOCALIZED PITTING, ,GALVANIC, ,BARE,NO,0,NO DATA, ,Null,,Null,, ,Null,, ,"WEATHER CONDITIONS, I.E., ICING OF METER-REGULATOR ASSEMBLY, MAY HAVE ADVERSELYAFFECTED PRESSURE REGULATOR OPERATION, ALLOWING HIGH PRESSURE GAS TO ENTER COSTOMER'S GAS PIPING AND APPLICANCES.  APPLIANCE REGUALTOR FAILED, RESULTING IN FIRE AND PROPERTY DAMAGE."
6/30/22,NO,NO,19860073,,22777,WISCONSIN NATURAL GAS CO,618 RANDOLPH ST,RACINE,RACINE,WI,3    ,3,NO,1520,2/28/86,0,0,0,0,0,YES,0,10,            ,,58,60,BY TEST,102,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,METER SET ASSEMBLY, ,REGULATOR/METER, ,NO DATA, ,0,0,S 254,FISHER,1975,1975,WITHIN/UNDER BUILDING, ,RONALD K ESPE - ASST V P,4146377681,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"FREEZING WEATHER, ICING OF METER ASSEMBLY, AND/OR APPLIANCE FAUILURE MAY HAVE CONTRIBUTED TO INCIDENT."
6/30/22,YES,YES,19860074,,4510,EQUITABLE GAS CO,5240 STANTON AVE,PITTSBURGH,ALLEGHENY,PA,     ,0,NO,1900,3/20/86,0,2,600000,567893.6973,1261842.342,Null,0,15,            ,19860320,10,14,BY CFR 192.619(A)(3),0,CORROSION,CORROSION,EXTERNAL,SERVICE LINE, ,BODY OF PIPE, ,STEEL, ,3,0.216, , ,0,1950,WITHIN/UNDER BUILDING, ,"E. F. MOSES, JR., MANAGER OF TECHNICAL SERVICES DEPT.",4125535340,EXTERNALLY,GENERAL CORROSION, ,GALVANIC, ,BARE,NO,0,NO DATA, ,Null,,Null,, ,Null,, ,"INVESTIGATION OF THE EXPLOSION INDICATES THAT THE CUSTOMERS' SERVICE LINE, CURBTO METER, WAS CORRODED AND LEAKING.  A SECTION OF THE HOUSE LINE WAS CRACKED ANDLEAKING. THE HOUSE LINE WAS LOCATED BETWEEN THE FLOOR JOISTS SEPARTING THE FLOOR OF THE SECOND FLOOR APARTMENT AND THE CEILING OF THE FIRST FLOOR APARTMENT.  CAUSE OF INCIDENT IS STILL UNDER INVESTIGATION."
6/30/22,YES,YES,19860075,,4020,EAGLE PASS NATURAL GAS CORP,600 BLK COLORADO ST.,EAGLE PASS,MAVERICK,TX,3    ,3,NO,1850,3/18/86,0,1,0,0,0,NO,0,0,            ,19860319,6,20,BY CFR 192.619(A)(3),0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN, ,BODY OF PIPE, ,STEEL, ,6,0.25, , ,0,1946,OTHER,SEWER MANHOLE,"CARLTON E. KELLY, GEN. MANAGER",5127739497,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"AN EXPLOSION OCCURRED IN A SEWER MANHOLE ON MARCH 18, 1986, ABOUT 6:50 P.M. ANDA LITTLE BOY WAS BURNED ON THE FACE AND AROUND THE EYES.  THE BOYS MOTHER RUSHED HIM TO THE HOSPITAL AND DIDN'T NOTIFY ANYONE.  THE NEXT BY, MY OFFICE WAS NOTIFIED OF THE ACCIDENT AROUND 11:00 A.M. AND ENRIQUE GARCIA AND ARTURO CARDENAS, EMPLOYEES OF EAGLE PASS NATURAL GAS CORP. WERE SENT TO INVESTIGATE. MR. GARCIAREPORTED A SMALL AMOUNT OF GAS IN THE MANHOLE ON COLORADO ST. AND A LOT OFSTRUCK MATCHES BY THE MANHOLE, NO OTHER GAS WAS FOUND ALONG THAT AREA. THEGAS FOUND IN THE MANHOLE HAD COME FROM A LEAK ON A SIX INCH MAIN LOCATEDON FERRY ST. HALF A BLOCK AWAY FROM THE MANHOLE. THIS LEAK WAS DUGOUT ANDVENTED. I WAS IN AUSTIN AT THE TIME OF THE ACCIDENT AND I WAS NOTIFIED OFIT BY MY OFFICE MANAGER ABOUT 12:00 NOON MARCH 19, 1986. I CALLED THE RAIL-ROAD COMMISSION AT 1:00 P.M. AND REPORTED THE ACCIDENT AS REQUIRED BY LAW. IRETURNED TO EAGLE PASS THAT AFTERNOON AND MR. LEE SMITH FROM THE TEXASRAILROAD COMMISSION WAS HERE BRIGHT AND EARLY ON MARCH 20, 1986 TO INVESTI-GATE THE ACCIDENT."
6/30/22,NO,NO,19860076,,4473,ENERGAS CO,714 OAK,DALHART,DALLAM,TX,3    ,3,NO,400,3/19/86,0,0,50000,47324.47477,105153.5285,Null,0,30,            ,19860319,0.5,0.5,,0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,CUSTOMER LINE,NO DATA, ,NO DATA, ,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,"DAVID V. HAYES, JR., DIVISION ENGINEER",8063783380,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,A FIRE OF UNKNOWN ORIGIN DESTROYED HOUSE.  STATE FIRE INSPECTOR DECLARED ARSON AS CAUSE.
6/30/22,YES,NO,19860079,,22189,WASHINGTON NATURAL GAS CO,1801 16 AVE. S.W.,SEATTLE,KING,WA,3    ,3,NO,1530,3/29/86,0,0,100000,94648.94954,210307.0569,Null,0,30,            ,19860329,25,0,,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY, ,REGULATOR/METER, ,OTHER,COST ALUM,0,0, , ,0,0,ABOVE GROUND, ,"DOUGLAS DAMM, SAFETY MANAGER",2066226767,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"TODD SHIPYARD CORP. SUBCONTRACTOR CONNECTED 100 PSI PURE OXYGEN LINE TO 25 PSI NATURAL GAS LINE IN ERROR, CREATING COMBUSTABLE MIXTURE IN SHIPYARD FUEL LINE.  IGNITION PROBABLY CAUSED BY OXYGEN CONTACTING OIL IN PIPE.  THREE LARGE GAS METERS OWNED BY OPERATOR WERE DESTROYED BY EXPLOSION. SEVERAL OTHER POINTS OF FAILURE/EXPLOSION OCCURRED IN SHIPYARD GRID."
6/30/22,YES,NO,19860084,,18532,SOUTHERN UNION GAS CO,11300 BLK OF JOLLYVILLE RD.,AUSTIN,TRAVIS,TX,3    ,3,NO,1602,1/21/86,0,0,300000,283946.8486,630921.1708,YES,3,18,            ,19860121,225,0,BY TEST,600,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,STEEL, ,8,0.188,API-5LX-42, ,0,1982,NO DATA, ,"GILES GOVER, ENGINEER",5124475981,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,1/3/86,YES,3,PAINT,NO,, ,CONTRACTOR TRENCHED INTO THE PIPE AND PUNCTURED IT.  GAS IGNITED AND TRAFFIC WASREROUTED. LOCATION REQUEST WAS MADE BY ANOTHER CONTRACTOR WHO PLANNEDTO WORK IN THE AREA.
6/30/22,YES,YES,19860085,,18532,SOUTHERN UNION GAS CO,226 CANDELARIA,EL PASO,EL PASO,TX,3    ,3,NO,530,3/3/86,0,1,20000,18929.78991,42061.41138,Null,2,30,            ,19860303,23,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,OTHER PLASTIC,ABS,2,0.9, , ,0,1963,UNDER PAVEMENT, ,"H.E. SMITH, JR., P.E., DISTRICT ENGINEER",9155446300,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,11/1/85,NO,0, ,NO,, ,"A 2"" ABS PLASTIC PIPELINE FRACTURED ON THE LOWER 120' OF THE PIPE'S CIRCUMFERENCE.  GAS MIGRATED THROUGH AN IMPROPERLY COMPACTED WATER MAIN TRENCH THROUGH STRATA OF CLAY AND SANDY LOAM. THE GAS MIGRATED UNDER AND INTO AN ADOBE RESIDENCE AT 226 CANDALARIA IN THE LOWER VALLEY OF EL PASO, TX.  THE GAS WAS IGNITED WHEN THE OCCUPANT LIT HIS KITCHEN STOVE.  THE STRUCTURE WAS COMPLETELY DESTROYED.THE RESIDENCE WAS OCCUPIED BY MR. GEORGE GANDARA, HIS WIFE, AND THREE CHILDREN. MRS. GANDARA AND HER CHILDREN WERE TREATED IN AN OUTPATIENT CLINIC AND RELEASED THE DAY OF THE INCIDENT.  MR. GANDARA SUBSTAINED A BROKEN FEMUR AND FIRST AND SECOND DEGREE BURNS TO TWENTY -FIVE PERCENT OF HIS BODY.  MR. GANDARA IS PRESENTLY IN STABLE CONDITION AND APPEARS TO BE RECOVERING."
6/30/22,YES,YES,19860087,,603,ARKANSAS LOUISIANA GAS CO (ARKLA GAS CO),100 EAST OF 6TH & MAIN,TUPELO,COAL,OK,3    ,3,NO,1930,4/11/86,0,1,0,0,0,Null,3,0,            ,19860411,8,12,BY CFR 192.619(A)(3),0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN,UNKNOWN,OTHER, ,STEEL, ,2,0.125, , ,0,0,OTHER,END OF CULVERT,"JOHN NORTH, MANAGER, CONSTRUCTION & MAINTENANCE",4054826315,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,SPECIFIC LEAK WAS NOT EXPOSED.  POUNDS PRESSURE GAS LINE WAS REPLACED IN ANOTHER LOCATION.  OUNCE GAS LINE WAS RETIRED.
6/30/22,YES,YES,19860089,,11680,LONE STAR GAS CO,MCFARLING,ANNONA,RED RIVER,TX,1    ,1,NO,1400,3/7/86,0,2,0,0,0,Null,0,2,            ,19860307,5,10,BY CFR 192.619(A)(3),0,CONSTRUCTION/OPERATING ERROR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,SERVICE LINE, ,NO DATA, ,POLYETHYLENE PLASTIC, ,2,0.216,SDR-11,PLEXCO,1985,1986,UNDER GROUND OR UNDER WATER, ,DOYLE W. HAYS,2147843339,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,NO DATA, ,THREE MEN MAKING A SERVICE TAP AND 2 IN BELL HOLE WERE BURNED
6/30/22,YES,NO,19860090,,18484,SOUTHERN CALIFORNIA GAS CO,703 MONTROSE ST.,RIALTO,SAN BERNARDINO,CA,3    ,3,NO,1640,3/25/86,0,0,70000,66254.26468,147214.9398,Null,0,40,            ,19860326,45,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,DRIP/RISER, ,STEEL, ,0.75,0.113,AP1 STD 5L, ,1983,1984,ABOVE GROUND, ,"J. L. LUCAS, MANAGER OF DISTRIBUTION",2136894930,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,
6/30/22,YES,YES,19860091,,13710,NORTHERN ILLINOIS GAS CO,538 NORTH AVE.,GLENDALE HEIGHTS,AURORA,IL,3    ,3,NO,2118,4/8/86,0,1,20000,18929.78991,42061.41138,Null,0,17,            ,19860415,60,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,FITTING, ,STEEL, ,0.75,0, , ,0,0,ABOVE GROUND, ,"GEORGE WALDVOGEL, GENERAL SUPR OPERATING",3126292500,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"ARTHUR MARTIN, DRIVER OF THE VEHICLE, APPARENTLY THOUGHT A DRIVEWAY EXISTEDOFF OF NORTH AVENUE. HE TRAVELED THROUGH THE PARKWAY AND STRUCK THE METER SETAT PORTILLO'S RESTAURANT, 538 1/2 NORTH AVENUE, GLENDALE HEIGHTS. THE ACCIDENTDAMAGED THE GAS METER SET, RESULTING IN A FIRE THAT CAUSED DAMAGE TO PORTILLO'SBUILDING. MR. MARTIN SUFFERED BURNS ON HIS LEFT FOREARM AND WAS TAKEN TOGLENDALE HEIGHTS HOSPITAL."
6/30/22,NO,NO,19860092,,13710,NORTHERN ILLINOIS GAS CO,16108 PARK AVE.,MARKHAM,COOK,IL,3    ,3,NO,2023,4/15/86,0,0,50000,47324.47477,105153.5285,Null,2,52,            ,19860415,28,60,BY CFR 192.619(A)(3),0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,SERVICE LINE, ,BODY OF PIPE, ,OTHER,PLASTIC/ALUMINUM COMPOSIT,0.625,0.09,TRIPLE-DEK,EATON CORP.,1983,1984,ABOVE GROUND, ,"RICHARD FORSYTHE, MANAGER DIVISION MAINT.",3127560450,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,FIRE OF UNKNOWN CAUSE COMPLETELY DESTROYED VACATED HOUSE AND DETACHED GARAGE.  THE HEART OF THE FIRE CAUSED THE SERVICE TO RUPTURE BELOW THE CLOSED AND LOCKED OFF SERVICE VALVE AND IGNITED THE ESCAPING 28 PSI GAS.
6/30/22,YES,YES,19860094,,11680,LONE STAR GAS CO,100 EAST LANCASTER,FORT WORTH,TARRANT,TX,4    ,4,NO,1008,3/12/86,0,19,1000,946.4894954,2103.070569,Null,1,4,            ,19860312,22,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,NO DATA, ,STEEL, ,0,0, , ,0,1940,UNDER PAVEMENT, ,W C DEUBLER - C & M SUPERVISOR III,8173368381,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,2/19/86,YES,3,PAINT ON PAVEMENT,NO,, ,
6/30/22,YES,YES,19860095,,14210,OKLAHOMA NATURAL GAS CO,ANGELA DR / DOUGLAS BLVD,MIDWEST CITY,OKLAHOMA,OK,3    ,3,NO,1450,4/9/86,0,2,0,0,0,Null,2,30,            ,19860414,220,275,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OTHER,REGULATOR SETTING,JOINT,THREADED,STEEL, ,1,0.133,API 5L, ,0,1963,ABOVE GROUND, ,DC WALKER - ENG OPER,4055281401,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"PART 3 - VEHICLE CAUSING DAMAGE HAD BEEN INVOLVED IN A VEHICLE ACCIDENT IMMEDIATELY PRIOR TO THIS INCIDENT. IN AN ATTEMPT TO FLEE THE SCENE OF THE ACCIDENT, THE VEHICLE RAN INTO THE REGULATOR SETTNG - RESULTING IN A FIRE.PART 1-6 - INITIAL REPORTS FROM THE FIELD WERE THAT THE TWO INJURIED PARTIES WERE TREATED AND RELEASED. NO OTHER REASON EXISTED TO REQUIRE A TELEPHONIC REPORT.UPON LEARNING ON APRIL 14, THAT THE INJURED HAD BEEN ADMITTED TO HOSPITAL CONFINEMENT, WE IMMEDIATELY MADE THE REQUIRED REPORT."
6/30/22,YES,NO,19860096,,8070,INDIANA GAS CO INC,6722 SOUTH MADISON AVE,ANDERSON,MADISON,IN,2    ,2,NO,2015,4/25/86,0,0,80000,75719.15963,168245.6455,Null,0,30,            ,19860425,40,40,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,BODY OF PIPE, ,STEEL, ,0.75,0.154,API 5L, ,1957,1957,UNDER GROUND OR UNDER WATER, ,PHILIP A GURLEY,3179270575,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,BACKHOE STRUCK SERVICE LINE AND BROKE SERVICE AT SERVICE LINE RISER AT OUTSIDE METER SET.
6/30/22,YES,YES,19860098,,792,ATLANTA GAS LIGHT CO,VERMACK RD @ CANDICE COURT,DUNWOODY,DE KALB,GA,2    ,2,NO,1515,4/18/86,0,3,185000,175100.5567,389068.0553,Null,6,12,            ,19860418,60,60,BY TEST,114,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,2.37,0.216,PE 2306,PLEXICO,1986,1986,UNDER PAVEMENT, ,FRANK W LAWRENCE - ENG,4045844240,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,4/14/86,YES,0, ,YES,, ,CONTRACTOR MAKING ROAD BORE STRUCK GAS MAIN. ESCAPING GAS WAS APPARENTLY IGNITED BY FIRE TRUCK RESPONDING TO THE INCIDENT.
6/30/22,YES,YES,19860100,,2748,CONSUMERS POWER CO,324 WEST CAPITAL,BELLEVUE,EATON,MI,3    ,3,NO,1412,5/5/86,0,1,0,0,0,Null,1,2,            ,19860505,30,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,JOINT,COMPRESSION,STEEL, ,2,0.154, , ,0,1958,UNDER GROUND OR UNDER WATER, ,D V VOIGT - MGR OF GAS OPER,5177882250,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,3/25/86,YES,3,PAINTED ON GROUND,YES,, ,SEWER CONTRACTOR BROKE GAS MAIN WITH BACKHOE. FACILITIES WERE LOCATED. SUSPECT CIGARETTE AS SOURCE OF IGNITION.
6/30/22,NO,NO,19860109,,8270,IOWA PUBLIC SERVICE CO,RR - EAST OF MAIN ST,BOYDEN,SIOUX,IA,3    ,3,NO,2105,4/11/86,0,0,0,0,0,YES,1,25,            ,,50,50,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OTHER,DISTRICT REGULATOR STATIO,FITTING, ,STEEL, ,4,0.25,API 5L, ,1954,1954,ABOVE GROUND, ,THOMAS L MITCHELL - GAS OPER ENG,7122777595,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,YES,1, ,NO,, ,SEMI-TRUCK TRAILER BECAME DETACHED FROM TRACTOR AND TIPPED OVER ON ABOVE GROUNDREGULATOR STATION BREAKING OFF GAUGE LINES. EMERGENCY ACTION WAS NECESSARY TO CLEAR AREA.
6/30/22,YES,YES,19860110,,3240,DELMARVA POWER & LIGHT CO,116 LOCUST AVE,WILMINGTON,NEW CASTLE,DE,3    ,3,NO,255,3/28/86,0,1,75000,70986.71216,157730.2927,Null,1,10,            ,19860328,30,60,BY TEST,90,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,GAS RANGE,OTHER,RANGE CONNECTOR,OTHER,BRASS,0.75,0, , ,0,0,WITHIN/UNDER BUILDING, , ,0000000000,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"AT ABOUT 2:55 AM ON MARCH 28, 1986, MRS. CATHERINE HUBER, AGE 43, ATTEMPTED TO LIGHT A RANGE TOP BURNER WITH A MATCH. THERE WAS AN EXPLOSION AND MRS. HUBER WASBLOWN INTO THE SIDE YARD. SHE SUFFERED 2ND DEGREE BURNS OVER THE TOP PART OF HER BODY AND WAS HOSPITALIZED IN SERIOUS CONDITION. THREE OTHER PEOPLE IN THE HOUSE ESCAPED WITH NO INJURIES. MRS. HUBER HAS BEEN RELEASED FROM THE HOSPITAL. MRS.HUBER REPORTED USING A MATCH TO LIGHT THE BURNER BECAUSE THE PILOT LIGHT HAD NOT WORKED FOR SOMRTIME. THE FLEXIBLE RANGE CONNECTOR WAS FOUND TO HAVE A SMALL HOLE AND A CRACK IN IT. INVESTIGATIONS WITH COMBUSTIBLE GAS INDICATOR AND FLAME IONIZATION UNIT DID NOT DETECT ANY GAS IN THE BASEMENT, FOUNDATION WALL, AREA AROUND THE OUTSIDE OF THE HOME OR SEWER. GAS WAS NOT ENTERING THE BUILDING FROM THE UNDERGROUND DISTRIBUTION SYSTEM. TWO FITTINGS AT THE METER REGULATOR CONNECTIONSWERE BROKEN BY FALLING DEBRIS AND THE METER TOP AND REGULATOR TOP WERE MELTED BY FIRE. IT APPEARS AS THOUGH GAS WAS LEAKING FROM THE RANGE CONNECTOR AND A FAULTY RANGE AND WAS IGNITED WHEN A MATCH WAS USED TO LIGHT THE RANGE BURNER."
6/30/22,NO,NO,19860111,,18408,SOUTH CAROLINA ELECTRIC & GAS CO,"1504,1506,1508 HYATT ST",COLUMBIA,RICHLAND,SC,3    ,3,NO,242,4/11/86,0,0,50000,47324.47477,105153.5285,Null,1,10,            ,19860411,25,60,BY TEST,100,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER, ,NO DATA, ,NO DATA, ,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,SHERMAN J GOODWIN,8037483781,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"THE ORIGIN OF THE FIRE APPEARS TO HAVE BEEN WITH AN IGNITION SOURCE INSIDE OF THE BUILDING NEAR A COOK STOVE. ALTHOUGH THE FACILITIES OWNED BY THE OPERATOR DO NOT APPEAR TO HAVE BEEN THE CAUSE OF THE FIRE, NATIONAL GAS APPEARS TO HAVE BEENIGNITED BY BURNING DEBRIS WHICH FELL AROUND THE IMMEDIATE AREA OF THE GAS METERS. HEAT FROM THE BURNING DEBRIS CAUSED THE 5/8"" PLASTIC SERVICE LINE TO MELT INSIDE OF OTS PROTECTIVE GAS RISER (3/4"" GALVANIZED PIPE W/HEAT SHIELD) AS WELL AS MELT THE INDEXES ON THE GAS METERS."
6/30/22,NO,NO,19860113,,18532,SOUTHERN UNION GAS CO,4905 EASTDALE DR,AUSTIN,TRAVIS,TX,3    ,3,NO,1708,4/16/86,0,0,45000,42592.02729,94638.17562,Null,0,45,            ,19860417,45,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY, ,VALVE, ,OTHER,STEEL BODY-BRASS CORE,1,0, , ,0,0,ABOVE GROUND, ,GILES GOBER - ENG,5124775852,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,TAMPERING WITH GAS VALVE AND METER RESULTED IN LEAKING GAS WHICH IGNITED AND SET FIRE TO HOUSE.
