DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INTER,IDATE,DTHH,ACSTATE,ACCOUNTY,ACCITY,OFFSHORE,COOR,IFED,SPLOC,TELRN,CSYS,ORGLK,ORGLO,ITMYR,CAUSE,CAUSO,MAP_CAUSE,MAP_SUBCAUSE,TFAT,EFAT,NFAT,TINJ,EINJ,NINJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,COMM,CLASS,LOSS,RECOV,FIRE,EXP,NMDIA,THK,SMYS,JNT,GRND,DSPRS,ACPRS,PRTST,DUR,MXPRS,TSTMM,TSTYY,CORLC,FACTD,FACAT,CORR,CORRO,CAULK,CAULO,PREVT,ONECL,ONEOT,EXCAL,TMPMK,PNAME,PHONE,NARRATIVE
6/30/22,YES,NO,19860046,,15490,PHILLIPS PIPE LINE CO,NO,2/24/86,1545,TX,HOCKLEY, ,NO, ,NO,"LINE ""80"" MP 138+50+39 ONE MILE SOUTH OF PHILLIPS PIPE LINE'S PEP STATION", ,LINE PIPE,PIPE, ,1948,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,43000,40699.0483,90432.03448,NATURAL GAS LIQUID,1,3763,0,NO,NO,12,0.25,45000,WELDED,,1180,450,YES,24,1510,4,76,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,NO DATA,LINE MARKERS ROAD CROSSIN,NO,NO,"B. L. THORMAN, VICE PRESIDENT",9186614721,GRADER OPERATOR PUNCTURED LINE.
6/30/22,YES,NO,19860047,,12127,MARATHON PIPE LINE CO,YES,2/22/86,1310,MI,MUSKEGON,MUSKEGON,NO, ,NO,"SECTION 35, TOWNSHIP 10 NORTH, RANGE 17 W - ON GRAND TRUNK RR RIGHT-OF-WAY NEAR INTERSECTION OF SHERMAN BOULEVARD.", ,LINE PIPE,GIRTH, ,1947,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,229600,217313.9881,482865.0027,GASOLINE,3,977,150,YES,NO,8,0.31,42000,WELDED,,1400,45,YES,41,1870,2,72,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"C. A. RYSENGA, PRESIDENT",4194222121,"AT 1310 HOURS (CST), FEB. 22, 1986, MARATHON PIPE LINE CO.'S OPERATIONS CENTER WAS NOTIFIED OF A POTENTIAL LEAK ON OUR 8"" LINE DELIVERING TO AMOCO'S MUSKEGON TERMINAL.  THE LINE WAS SHUT DOWN AT 1312 HOURS AND MARATHON PERSONNEL WERE DISPATCHED TO THE SITE.  TWO ABSORBENT BOOMS WERE INSTALLED ACROSS RUDIMAN CREEK BY THE COAST GUARD.  MARATHON CALLED IN CONTRACTORS TO AFFECT PRODUCT RECOVERY, CLEANUP AND LINE REPAIR.  THE GASOLINE LEAKED INTO THE MUSKEGON SANITARY SEWER SYSTEM AND FIVE MINOR BASEMENT FIRES WERE REPORTED THE EVENING OFFEB. 22.THE LINE WAS EXPOSED AND DRAINED UP ON FEB. 24.  ON FEB. 25THE LINE WAS REPAIRED WITH A FACTORY BEND AND RETURNED TO SERVICE.A SIPHON DAM HAS BEEN INSTALLED DOWNSTREAM OF OUR LIEN CROSSING AND APPROXIMATELY ONE BARREL OF PRODUCT PER DAY IS BEING RECOVERED.THROUGHOUT THE ENTIRE LEAK RESPONSE, MARATHON RECEIVED EXCELLENT COOPERATION FROM THE MICHIGAN DEPARTMENT OF NATURAL RESOURCES AND THE MUSKEGON POLICE, FIRE AND PUBLIC WORKS DEPART."
6/30/22,YES,NO,19860048,,12127,MARATHON PIPE LINE CO,YES,2/22/86,2300,IL,MARION, ,NO, ,NO,"SECTION 15, TOWNSHIP 4 NORTH RANGE 1 EAST - OCCURRED ON MARATHON PIPE LINE PROPERTY PATOKA TANK FARM", ,TANK FARM,BOLTED FITTING, ,1953,OTHER,"10"" TANK VALVE FAILURE",ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,3900,3691.309032,8201.97522,CRUDE OIL,1,1300,1300,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"C. A. RYSENGA, PRESIDENT",4194222121,"ON FEB 22, 1986 A TEN INCH VALVE FLANGE FAILED.  THE VALVE WAS ON THE TANK FILL LINE TO TANK 1285.  APPROXIMATELY 1300 BARRELS OF CRUDE OILESCAPED INTO THE TANK DIKE.  ALL THE CRUDE WAS PUMPED BACK INTO THE TANK, THE AREA CLEANED UP, THE VALVE REPAIRED AND THE TANK RETURNED TO SERVICE ON MARCH 7, 1986."
6/30/22,YES,NO,19860049,,18519,SOUTHERN PACIFIC PIPELINE CO,YES,2/23/86,727,CA,SAN JOAQUIN,HOLT,NO, ,NO,"COOK AND HOLT ROADS - TRAPPER SLOUGH, SAN JOAQUIN COUNTY, CALIFORNIA", ,LINE PIPE,PIPE, ,1957,OTHER, ,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,800000,757191.5963,1682456.455,DIESEL FUEL,1,500,120,NO,NO,10,0.25,46000,WELDED,,1440,305,YES,24,1820,12,57,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"C. B. MILLER, VICE PRESIDENT",2136296251,"SLOUGH CONTAINS WATER MOST OF THE YEAR AND PRODUCT WAS DISCOVERED FLOATING ON SURFACE.  BECAUSE OF DEPTH OF PIPELINE, RELOACTED APPROXIMATELY 650 FEET OF PIPELINE."
6/30/22,NO,NO,19860050,,25140,UNOCAL CORP,NO,2/25/86,930,AL, , ,YES,SHORT CREEK,NO, , ,LINE PIPE,PIPE, ,1930,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,13000,12304.36344,27339.9174,TOLUENE,2,3,0,NO,NO,6,0.28,150,WELDED,,225,150,YES,1,225,1,86,EXTERNAL,Null,NO,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"BJ MORRIS, REGION OPERATIONS MANAGER",4043204864,"AN APPARENT LINE OBSTRUCTION WAS NOTED WHILE UNLOADING A BARGE ON 2/11/86.  A CONTRACTOR WAS CALLED IN ON 2/25/86 TO DETERMINE SOURCE OF THE OBSTRUCTION.  TRIED TO FILL THE LINE WITH WATER AND WHILE PRESSURING LINE, RUPTURE OCCURRED SPILLING 1.2 - 2.5 BARRELS OF PRODUCT.  ALL APPROPRIATE AGENCIES WERE CONTACTED.  SPILL WAS CLEANED UP AND LINE WAS REPLACED WITH SCHEDULE 40 COATED PIPE."
6/30/22,YES,NO,19860051,,5075,FARMERS UNION CENTRAL EXCHANGE INC - CENEX PIPELIN,YES,3/26/86,900,ND,MCKENZIE, ,NO, ,NO,"T15N, R96W, NE/4, SEC. 11", ,LINE PIPE,PIPE, ,1960,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,20000,18929.78991,42061.41138,GASOLINE,3,802,372,NO,NO,8,0.19,46000,WELDED,,1200,375,YES,8,1250,10,60,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,OTHER, ,NO,NO,"BUDD BRATLIE, PIPELINE SUPERINTENDENT",4062529280,"AT APPROXIMATELY 9:00 AM ON MAR 26, 1986, STATION OPERATORS AT GLENDIVE, MT, AND MINOT, ND, REPORTED LOW FLOW INTO TERMINALS AND LOSS OF PRESSURE ON PIPELINE.GLENDIVE PUMP STATION WAS IMMEDIATELY SHUT DOWN AND PEOPLE WERE SENT FROM GLENDIVE AND MINOT TO BEGIN CLOSING BLOCK VALVES.  WE RECEIVED A REPORT 35 MINUTES LATER THAT NORTHWIND CONSTRUCTION CO., DOING WORK FOR WILLISTON GAS CO., HAD HIT OUR PIPELINE NEAR KEENE, N.D.  THEY WERE INSTRUCTED ON THE LOCATION OF THE BLOCK VALVES FOR THIS AREA.  ALSO VACUUM TRUCKS WERE DISPATCHED TO THE SITE TO RECOVERPRODUCT ISOLATED IN TEH TRENCH FOR THE 4"" PIPELINE THEY WERE WORKING ON.  THEY HAD NOT NOTIFIED US OF THEIR INTENTION TO LAY THIS LINE, ALTHOUGH THERE WAS AN AIR MARKER APPROXIMATELY ONE HALF MILE TO THE EAST OF THE SITE, AND LINE MARKER ATTHE HIGHWAY CROSSING APPROXIMATELY THREE FOURTHS OF A MILE WEST OF THE SITE.  OUR MAINTENANCE CREW PROCEEDED TO THE SITE AND REPAIRED THE PUNCTURE BY INSTALLING 13"" OF NEW PIPE."
6/30/22,YES,NO,19860052,,26023,COASTAL STATES CRUDE GATHERING CO,NO,3/28/86,1000,TX,WHARTON, ,NO, ,NO,1 MILE WEST OF WHERE THE PIPELINE CROSSES HWY 71 AND 1/2 MILE NORTH OF COUNTY ROAD 403., ,LINE PIPE,PIPE, ,1962,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,30000,28394.68486,63092.11708,L. P. G.,2,1583,0,NO,NO,8,0.32,2612,WELDED,,750,400,YES,24,1050,1,73,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,OTHER,PUBLIC EDUCATION,NO,NO,"ROGER GUERRETTE, AREA SUPERVISOR",5128972288,PIPELINE STRUCK BY MAINTAINER (ROAD GRADER) CUTTING DRAINAGE IN CULTIVATED FIELD.  BLADE PUNCTURED LINE AND MAINTAINER REMAINED IN POSITION WHEN REPAIR CREWS ARRIVED ON SITE.
6/30/22,YES,NO,19860053,,2731,CHEVRON PIPELINE CO,NO,3/20/86,1030,TX,HARDIN,SOUR LAKE,NO, ,NO, , ,PUMPING STATION,SCRAPER TRAP, ,0,OTHER, ,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,0,0,0,CRUDE OIL,,200,195,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"A. E. SMITH, DIVISION MANAGER",4098393088,"ON MARCH 20, 1986, CHEVRON PIPE LINE EMPLOYEES DISCOVERED A DITCH CONTAINING CRUDE OIL.  INVESTIGATION REVEALED THAT AN ADJACENT CANAL AND SMALL LAKE WERE ALSOCONTAMINATED WITH OIL.  CHEVRON EMERGENCY RESPONSE CREWS WERE NOTIFIED AND THE OIL WAS QUICKLY CONTAINED.  APPROPRIATE FEDERAL AND STATE AGENCIES WERE NOTIFIED.  CLEANUP OPERATIONS WERE INITIATED USING BOTH COMPANY AND CONTRACT PERSONNEL AND EQUIPMENT.  OF THE ESTIMATED 200 BBLS SPILLED, APPROXIMATELY 98% HAD BEEN RECOVERED BY 7 PM ON MARCH THE 23.  WHILE THE EXACT SOURCE OF THE SPILL HAS NOT YETBEEN DETERMINED, A 10"" LINE FROM A NEARBY SUMP PIT HAS BEEN SEALED AS A PRECAUTIONARY MEASURE."
6/30/22,YES,NO,19860054,,7710,HYDROCARBON TRANSPORTATION INC,YES,3/6/86,1956,IA,CASS,MASSENA,NO, ,NO,"FROM JUNCTION OF 92 AND 148 STATE HIGHWAYS (EAST OF MASSENA, IA) NORTH OF 148 TWO MILES, EAST ON GRAVEL COUNTY ROAD 3/4 MILE.  STATION IS ON SOUTH OF ROAD.", ,PUMPING STATION,TANK,FUEL GAS SYSTEM ON TURBIN,1969,OTHER,RELEASE ETHANE FRM FUEL,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,250000,236622.3739,525767.6423,NATURAL GAS LIQUID,2,1,0,YES,NO,0,0,0,NO DATA,,0,0,Null,0,0,0,0,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"J. C. SMITH, VICE PRESIDENT, OPERATIONS",4026334208,INVESTIGATION SUGGESTS A LEAK DEVELOPED IN THE FUEL GAS SYSTEM TO THE #1 UNIT ON 102 PIPELINE.  THE ENSUING FIRE FROM AN UNKNOWN IGNITION SOURCE ACTIVATED THE EMERGENCY SHUTDOWN SYSTEM.  DAMAGE WAS LIMITED TO ONE UNIT OF THE FOUR UNITS AT THE STATION.
6/30/22,YES,NO,19860055,,15774,PORTAL PIPELINE CO,YES,3/20/86,1230,MT,SHERIDAN, ,NO, ,NO,"NW 1/4 SEC 16, TOWNSHIP 36 NORTH, RANGE 58 EAST, APPROXIMATELY 3 1/2 MILES WEST OF WESTBY, MT ON STATE HIGHWAY #5 AND THEN 1 1/4 MILES NORTH", ,LINE PIPE,PIPE, ,1965,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,200,189.2978991,420.6141138,CRUDE OIL,1,10020,,NO,NO,6,0.13,1585,WELDED,,1140,0,YES,12,1268,1,65,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"D. E. BELL, MANAGER",7018521088,"LONGITUDINAL SEAM RIPPED OPEN 44""."
6/30/22,YES,NO,19860056,,18273,SHELL PIPE LINE CORP,YES,3/11/86,1030,NM,LEA,JAL,NO, ,NO,"NW 1/4, NW 1/4, SECTION 9, T-24-S, R-37-E, HOBBS-HENDRICK 10-INCH", ,LINE PIPE,PIPE, ,1930,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,1100,1041.138445,2313.377626,CRUDE OIL,1,160,100,NO,NO,10,0.28,25000,WELDED,,900,150,NO,0,0,0,0,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"M. J. EITHLER, MANAGER REGULATIONS & MAINTENANCE STANDARDS",7132416000,
6/30/22,YES,NO,19860057,,25133,TEXACO TRADING & TRANSPORTATION INC,NO,3/16/86,1000,CA,STANISLAUS, ,NO, ,NO,SECTION 8 T.8 R.S STANISLAUS CO, ,PUMPING STATION,BOLTED FITTING, ,1968,OTHER,FLANGE GASKET FAILED,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,5000,4732.447477,10515.35285,CRUDE OIL,1,200,100,NO,NO,20,0.25,52000,FLANGED,,940,0,YES,8,1175,1,67,NO DATA,Null,YES,NO DATA, ,NO DATA, ,Null,ONE CALL, ,Null,Null,"GARY HOHNSTEIN, PIPELINE SUPERINTENDENT",8053270528,A CATHODIC INSULATING GASKET FAILED IN A BOLTED FLANGE AT GUSTINE PUMP STATION.
6/30/22,YES,NO,19860058,,25133,TEXACO TRADING & TRANSPORTATION INC,NO,3/11/86,1640,CA,LOS ANGELES,LONG BEACH,NO, ,NO,"100 YARDS NORTHWEST OF THE INTERSECTION OF PICO AVENUE AND 7TH ST, LONG BEACH HARBOR AREA.", ,LINE PIPE,PIPE, ,0,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,14000,13250.85294,29442.98797,CRUDE OIL,1,200,160,NO,NO,8,0.32,35000,WELDED,,1256,160,YES,8,720,9,82,EXTERNAL,Null,YES,GALVANIC, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,NO,"GARY HOHNSTEIN, PIPELINE SUPERINTENDENT",8053270528,A PINHOLE LEAK ON THE BOTTOM SIDE OF THE PIPE ALLOWED OIL TO ENTER AN ADJACENT STORM DRAIN THROUGH A BROKEN JOINT.  THE ORIGINAL DAMAGE TO OUR COATING AND SUBSEQUENT CORROSION APPEARS TO HAVE BEEN CAUSED DURING THE INSTALLATION OF A SEWER LINE WHICH CROSSES UNDER OUR LINE.  THERE WAS EVIDENCE THAT AN UNSUCCESSFUL ATTEMPT WAS MADE TO REPAIR OUR COATING.
6/30/22,YES,NO,19860059,,2745,CONTINENTAL PIPELINE CO,YES,4/20/86,1926,KS,COWLEY, ,NO, ,NO,"R3E, T34S, SECTION 7 (NW 1/4) COWLEY CO, KS - 3 MILES NORTH OF ARKANSAS CITY, KS (EAST OF OLD HIGHWAY 77)", ,LINE PIPE,PIPE, ,1923,INCORRECT OPERATION BY OPERATOR PERSONNEL,DAMAGE BY OPERATOR OR ITS CONTRACTOR,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,3000,2839.468486,6309.211708,GASOLINE,3,500,350,NO,NO,6,0.28,1461,COUPLED,,1050,1180,NO,0,0,0,0,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OPERATOR OR ITS CONTRACTOR, ,Null,NO DATA, ,Null,Null,"DWIGHT JACKSON, DIRECTOR OF ENVIRONMENTAL AFFAIRS",7132932096,INCORRECT PROCEDURES FOLLOWED BY SYSTEM OPERATOR CAUSED INCREASED LINE PRESSUREAND LINE BREAKAGE.   SPILL WAS CONTAINED IN A 1/4 ACRE DRY WASH CREEK BED.  CLEAN UP WAS BEGUN EVENING ON APRIL 20.
6/30/22,YES,NO,19860060,,19536,TOTAL PIPELINE CORP,YES,1/13/86,1620,OK,TILLMAN,DAVIDSON,NO, ,NO,"T3S, R18W, SE 1/4, SECTION 18, FROM INTERSECTION OF HWY. 70 AND 183 AT DAVIDSON, OK - 3 1/2 MI. WEST, 3 MI. NORTH, 1/4 MI. EAST, AND 1/4 MI.", ,LINE PIPE,PIPE, ,0,OTHER,"CORROSION, EXTERNAL",ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,1800,1703.681092,3785.527025,CRUDE OIL,1,378,320,NO,NO,4,0.24,0,WELDED,,480,0,YES,24,1000,1,42,EXTERNAL,Null,YES,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"JOHN BROWN, ASSISTANCE GENERAL MANAGER",8175692283,"FARMER HIT 4"" STEEL LINE WITH PLOW ABOUT 1620 HR. ON JAN 13, 1986.  HE CALLED OUR AIR PATROL WHO CALLED TOTAL PIPELINE CORP.  THE CREW WAS AT THE SITE ABOUT 1800 HRS.  THE SYSTEM WAS SHUT DOWN ABOUT 1930 HRS.  TWO TRANSPORTS WERE AT SITE TO PICK UP SPILL.  JANUARY 15TH WE LOWERED THE PIPELINE AND TOOK OUT PLACES WHEREPLOW HIT LANE.  CLEAN UP AND REPAIR ARE BEING DONE.  REPORTED TO ENSIGN DIX ON JAN. 14, 1986."
6/30/22,YES,NO,19860061,,2745,CONTINENTAL PIPELINE CO,YES,3/29/86,400,MT,BASIN,JUDITH,NO, ,NO,"SECTION 29, TOWNSHIP 19N, RANGE 7E, 75 MILES NORTH OF MILE POST #254", ,LINE PIPE,GIRTH, ,1961,OTHER,PINHOLE LEAK IN A WELD,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,23200,21958.55629,48791.23721,CONDENSATE - WATER,1,693,0,NO,NO,9,0.22,52000,WELDED,,1850,1200,YES,0,0,1,61,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"DWIGHT JACKSON, DIRECTOR OF ENVIRONMENTAL AFFAIRS",7132932096,"THE CONTINENTAL PIPE LINE GLACIER 8-INCH EXPERIENCED A LEAK AT APPROXIMATELY 0400 (MST) .75 MILES NORTH OF MILE POST 254, ABOUT 15 MILES NORTH OF FIFE PUMP STATION.  A GIRTH WELD BETWEEN TWO SEGMENTS OF .219"" WALL, X-52 PIPE FAILED ALLOWING 693 BARRELS OF CONDENSATE TO LEAK FROM THE LINE.DISTRICT PERSONNEL WERE NOTIFIED BY A LOCAL LANDOWNER.  THEY LOCATED THE LEAK AND CLOSED THE ADJACENT BLOCK VALVES.  SIX FEET OF PIPE CONTAINING THE PINHOLE LEAK WAS REMOVED AND REPLACED.  CLEANUP WAS ACCOMPLISHED BY COMPANY PERSONNEL."
6/30/22,YES,NO,19860062,,19216,TESORO NATURAL GAS CO,NO,1/12/86,1300,TX,MAVERICK, ,NO, ,NO,"14 MILES EAST OF EAGLE PASS, TX, ON U.S.HWY. 277, PLUS 8 MILES NORTH ON CHITTUM RANCH PROPERTY.", ,LINE PIPE,PIPE, ,1960,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,67000,63414.79619,140905.7281,CRUDE OIL,1,4111,1735,NO,NO,8,0.2,2165,WELDED,,1150,120,YES,8,1600,7,60,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"BEN RUNNELS, MANAGER OPERATIONS, EASTERN DIVISION",5123336192,"LEAK WAS DISCOVERED AT 1300 HOURS, JAN 12, 1986.  PIPELINE HAD DEVELOPED A SMALL FATIQUE CRACK ABOUT 1"" LONG ON THE BOTTOM SIDE OF LINE.  LINE WAS FULLY COATEDAND WRAPPED WHERE LEAK OCCURRED.  THERE WERE NO SIGNS OF CORRISION AROUND THE DAMAGED AREA."
6/30/22,YES,NO,19860063,,15490,PHILLIPS PIPE LINE CO,NO,4/4/86,1100,NM, ,LEA,NO, ,NO,"LINE 80-3 - TEXACO EUNICE TO HOBBS - MP 14-37+34 SECTION 16, T2S, R37E, APPROX. 1.5 MILES NORTH OF EUNICE, NM SOUTH SIDE OF COUNTY RD C-34", ,LINE PIPE,PIPE, ,1943,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,4400,4164.55378,9253.510505,NATURAL GAS LIQUID,2,446,0,NO,NO,4,0.19,42000,WELDED,,1440,700,YES,8,1800,10,85,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,OTHER,LINE MARKERS,NO,NO,"B. L. THORMAN, VICE PRESIDENT",9186615808,COUNTY MAINTAINER PUNCTURED LINE WHILE MAINTAINING COUNTY ROAD.
6/30/22,YES,NO,19860064,,15490,PHILLIPS PIPE LINE CO,Null,1/2/86,1323,OK,KINGFISHER, ,NO, ,NO,"LINE ""O"" - BUXTON-BORGER MP 209-02+89 4 MILES SOUTH OF STATE HWY. 33 AND 2 1/2 MI. WEST OF REDING ROAD.", ,LINE PIPE,NO DATA, ,1951,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,3900,3691.309032,8201.97522,CRUDE OIL,,294,219,NO,NO,10,0.2,42000,NO DATA,,1140,80,YES,24,1470,11,78,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,NO,"B. L. THORMAN, VICE PRESIDENT",9186615808,CONTRACTOR RUPTURED LINE WHILE CUTTING NEW DITCHES IN EXISTING LEASE ROAD.
6/30/22,YES,NO,19860065,,18718,SUN PIPELINE CO,YES,4/2/86,1300,NJ,MERCER, ,NO, ,NO,"48 CARTER RD., PRINCETON, NJ  08540", ,LINE PIPE,NO DATA, ,1956,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,0,0,0,FUEL OIL,1,395,195,NO,NO,14,0.25,52000,WELDED,,1200,700,YES,55,1500,11,56,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,NO DATA, ,Null,Null,CLARENCE YABLONSKI,2159642368,CONTRACTOR FOR DEVELOPER WAS DIGGING A SEPTIC SYSTEM TRENCH WHEN HE STRUCK THE PIPELINE WITH RIGHT-HAND TOOTH ON BUCKET OF TRAXCAVATOR..  TOOTH PUNCTURED LINE AT ABOUT 1500 ON PIPE.  LEAK CLAMP (PLIDCO) SLEEVE WAS INSTALLED COMPLETELY AND TESTED AT 2100 HRS.  LINE STARTED AT LIMITED RATE.  PERMANENT REPAIRS MADE 4/10/86.  A PRETESTED SECTIONN OF PIPE REPLACED THE DAMAGED PORTION OF PIPELINE.  THEPIPELINE WAS DAMAGED BY M. P. HUNT CO OF EWING NJ.
6/30/22,YES,NO,19860066,,18273,SHELL PIPE LINE CORP,YES,4/10/86,330,TX,CRANE,MCCAMEY,NO, ,NO,"SW 1/4, SECTION 22, BLOCK 35, SIX MILES NORTHWEST OF MCCAMEY HENDRICK-MCCAMEY 10 - INCH", ,LINE PIPE,PIPE, ,1920,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,2250,2129.601365,4731.908781,CRUDE OIL,1,150,0,NO,NO,10,0.28,25000,WELDED,,900,400,Null,0,0,0,0,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"M. J. EICHLER, MANAGER REGULATIONS & MAINTENANCE STANDARDS",7132416000,
6/30/22,YES,YES,19860067,,18519,SOUTHERN PACIFIC PIPELINE CO,NO,2/22/86,1100,CA,PLACER,YUBA,NO, ,NO,NORTH END - RAILROAD TRESTLE AT BEAR CREEK, ,LINE PIPE,PIPE,,1961,OTHER,DAMAGE BY NATURAL FORCES,ALL OTHER CAUSES,MISCELLANEOUS,1,0,1,0,0,0,0,0,0,GASOLINE,1,1,0,YES,NO,0,0,0,,,0,0,Null,0,0,0,0,,Null,Null,,,DAMAGE BY NATURAL FORCES,,Null,,,Null,Null,"C. B. MILLER, VICE PRESIDENT, OPERATIONS",2136296192,WHILE REMOVING A PORTION OF THE ABANDONED PIPE FROM THE OLD RAILROAD TRESTLE APPROXIMATELY ONE BARREL OF GASOLINE SPILLED.  THIS WAS INGITED BY THE RAILROAD CREWS WELDING TORCH RESULTING IN A FIRE WHICH CAUSED THREE WELDERS TO JUMP FROM BRIDGE INTO FLOODED CREEK.
6/30/22,YES,NO,19860068,,18214,SHAMROCK PIPELINE CORP,YES,4/7/86,900,TX,HANSFORD, ,NO, ,NO,"SECTION 26, BLOCK 2, W.C. RR. SURVEY, HANSFORD COUNTY, TX 3 MILES EAST AND 5 1/4 MILES NORTH OF THE CITY OF SPEARMAN, TX", ,LINE PIPE,PIPE, ,1957,CORROSION,"CORROSION, INTERNAL",CORROSION,INTERNAL,0,0,0,0,0,0,3235,3061.893518,6803.433291,CRUDE OIL,1,60,0,NO,NO,6,0.19,42000,WELDED,,1264,370,YES,24,1580,6,57,INTERNAL,Null,YES,OTHER,INTERNAL,NO DATA, ,Null,NO DATA, ,Null,Null,"W. C. TURNER, GENERAL MANAGER",8063783936,"ON 7 APR 1986, A LOSS WAS EXPERIENCED IN THE SHAMROCK PIPE LINE CORP SUTTON 6"" SYSTEM.  THE LEAK WAS DISCOVERED AT 0900 HOURS.  96'5 OF 6 5/8"" O.D., .188 WALL,X-42 COATED PIPE WAS REPLACED.  THE CAUSE OF THE LEAK WAS A RESULT OF INTERNAL CORROSION."
6/30/22,YES,NO,19860069,,15490,PHILLIPS PIPE LINE CO,NO,5/10/86,820,TX,UPTON,MIDKIFF,NO, ,NO,"LINE ""80-1-6"" - GOLDSMITH-BENEDUM - MP 67-08+33 EAST OF MIDKIFF, TX, ON F.M. ROAD 2401 APPROX. 2 MILES, THEN ONE-QUARTER MILE SOUTH.  SEC 19, BLOCK 37, T5S, T&P", ,LINE PIPE,PIPE, ,1958,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,4536,4293.276351,9539.528102,NATURAL GAS LIQUID,2,400,0,NO,NO,8,0.19,35000,WELDED,,1100,560,YES,24,1395,9,76,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"B. L. THORMAN, VICE PRESIDENT",9186614721,LEAK CAUSED BY EXTERNAL CORROSION.
